location,bud_burst_date,bud_burst_days,flowering_date,flowering_days
Yangpyeong,1998-03-27,85,1988-04-25,115
Yangpyeong,1999-04-01,90,1989-04-05,94
Yangpyeong,2000-03-29,88,1990-04-07,96
Yangpyeong,2001-04-03,92,1991-04-14,103
Yangpyeong,2002-03-30,88,1992-04-01,91
Yangpyeong,2003-03-30,88,1993-04-17,106
Yangpyeong,2004-04-02,92,1994-04-15,104
Yangpyeong,2005-04-09,98,1995-04-14,103
Yangpyeong,2006-04-06,95,1996-04-23,113
Yangpyeong,2007-04-02,91,1997-04-13,102
Yangpyeong,2008-04-03,93,1998-04-07,96
Yangpyeong,,,1999-04-10,99
Yangpyeong,,,2000-04-06,96
Yangpyeong,,,2001-04-16,105
Yangpyeong,,,2002-04-13,102
Yangpyeong,,,2003-04-16,105
Yangpyeong,,,2004-04-15,105
Yangpyeong,,,2005-04-22,111
Yangpyeong,,,2006-04-19,108
Yangpyeong,,,2007-04-17,106
Yangpyeong,,,2008-04-15,105
Icheon,1973-03-28,86,1973-04-10,99
Icheon,1974-03-31,89,1975-04-15,104
Icheon,1978-04-10,99,1976-04-17,107
Icheon,1979-04-02,91,1977-04-11,100
Icheon,1980-04-04,94,1978-04-17,106
Icheon,1981-04-06,95,1979-04-09,98
Icheon,1982-04-01,90,1980-04-16,106
Icheon,1983-03-28,86,1981-04-13,102
Icheon,1984-03-29,88,1982-04-12,101
Icheon,1985-03-21,79,1983-04-02,91
Icheon,1986-03-20,78,1984-04-13,103
Icheon,1987-03-26,84,1985-04-05,94
Icheon,1988-03-23,82,1986-04-12,101
Icheon,1989-03-07,65,1987-04-10,99
Icheon,1990-03-09,67,1988-04-06,96
Icheon,1991-03-18,76,1989-04-03,92
Icheon,1992-03-20,79,1990-04-08,97
Icheon,1993-03-22,80,1991-04-06,95
Icheon,1994-03-25,83,1992-04-03,93
Icheon,1995-03-26,84,1993-04-03,92
Icheon,1996-04-15,105,1994-04-07,96
Icheon,1997-04-03,92,1995-04-07,96
Icheon,1998-03-31,89,1996-04-24,114
Icheon,1999-04-01,90,1997-04-15,104
Icheon,2000-04-03,93,1998-04-07,96
Icheon,2001-04-01,90,1999-04-08,97
Icheon,2002-03-19,77,2000-04-16,106
Icheon,2003-03-24,82,2001-04-09,98
Icheon,2004-03-21,80,2002-03-27,85
Icheon,2005-03-25,83,2003-04-09,98
Icheon,2006-03-24,82,2004-04-04,94
Icheon,2007-03-18,76,2005-04-08,97
Icheon,2008-03-18,77,2006-04-07,96
Icheon,2009-03-27,85,2007-04-01,90
Icheon,2010-04-08,97,2008-04-05,95
Icheon,2011-04-05,94,2009-04-02,91
Icheon,2012-04-05,95,2010-04-15,104
Icheon,2013-03-26,84,2011-04-15,104
Icheon,2014-03-24,82,2012-04-15,105
Icheon,2015-03-27,85,2013-04-14,103
Icheon,,,2014-04-01,90
Icheon,,,2015-04-04,93
Hongcheon,1973-03-27,85,1973-04-08,97
Hongcheon,1974-04-10,99,1974-04-16,105
Hongcheon,1975-04-08,97,1975-04-13,102
Hongcheon,1976-04-10,100,1976-04-18,108
Hongcheon,1977-04-06,95,1977-04-18,107
Hongcheon,1978-04-10,99,1978-04-25,114
Hongcheon,1979-04-04,93,1979-04-17,106
Hongcheon,1980-04-08,98,1980-04-22,112
Hongcheon,1981-04-13,102,1981-04-18,107
Hongcheon,1982-04-07,96,1982-04-17,106
Hongcheon,1983-04-05,94,1983-04-15,104
Hongcheon,1984-04-21,111,1984-04-25,115
Hongcheon,1985-04-10,99,1985-04-18,107
Hongcheon,1986-04-08,97,1986-04-15,104
Hongcheon,1987-04-08,97,1987-04-16,105
Hongcheon,1988-04-11,101,1988-04-15,105
Hongcheon,1989-04-08,97,1989-04-12,101
Hongcheon,1990-03-29,87,1990-04-09,98
Hongcheon,1991-04-09,98,1991-04-18,107
Hongcheon,1992-03-29,88,1992-04-07,97
Hongcheon,1993-03-29,87,1993-04-20,109
Hongcheon,1994-03-31,89,1994-04-11,100
Hongcheon,1995-04-10,99,1995-04-17,106
Hongcheon,1996-04-22,112,1996-04-27,117
Hongcheon,1997-04-09,98,1997-04-15,104
Hongcheon,1998-04-05,94,1998-04-13,102
Hongcheon,1999-04-13,102,1999-04-20,109
Hongcheon,2000-04-08,98,2000-04-13,103
Hongcheon,2001-04-08,97,2001-04-15,104
Hongcheon,2002-03-28,86,2002-04-02,91
Hongcheon,2003-04-03,92,2003-04-12,101
Hongcheon,2004-03-27,86,2004-04-09,99
Hongcheon,2005-04-09,98,2005-04-16,105
Hongcheon,2006-04-10,99,2006-04-16,105
Hongcheon,2007-04-09,98,2007-04-16,105
Hongcheon,2008-04-02,92,2008-04-10,100
Inje,1978-04-11,100,1974-04-21,110
Inje,1979-04-07,96,1976-04-16,106
Inje,1980-04-08,98,1978-04-27,116
Inje,1982-04-10,99,1979-04-14,103
Inje,1983-04-08,97,1980-04-29,119
Inje,1986-04-09,98,1981-04-21,110
Inje,1987-04-06,95,1982-04-23,112
Inje,1988-04-09,99,1983-04-21,110
Inje,1989-04-07,96,1985-04-26,115
Inje,1990-04-04,93,1986-04-21,110
Inje,1991-04-12,101,1987-04-20,109
Inje,1992-03-30,89,1988-04-27,117
Inje,1993-04-07,96,1989-04-11,100
Inje,1994-04-06,95,1990-04-11,100
Inje,1995-04-18,107,1991-04-24,113
Inje,1996-04-22,112,1992-04-07,97
Inje,1997-04-08,97,1993-04-19,108
Inje,1998-04-03,92,1994-04-13,102
Inje,1999-04-14,103,1995-04-23,112
Inje,2000-04-13,103,1996-04-27,117
Inje,2001-04-10,99,1997-04-14,103
Inje,2002-03-31,89,1998-04-12,101
Inje,2003-04-04,93,1999-04-20,109
Inje,2004-03-30,89,2000-04-18,108
Inje,2005-04-10,99,2001-04-17,106
Inje,2006-04-11,100,2002-04-03,92
Inje,2007-04-18,107,2003-04-15,104
Inje,2008-04-17,107,2004-04-04,94
Inje,,,2005-04-16,105
Inje,,,2006-04-21,110
Inje,,,2007-04-25,114
Inje,,,2008-04-19,109
Taebaek,1986-04-13,102,1986-04-18,107
Taebaek,1987-04-11,100,1987-04-20,109
Taebaek,1988-04-14,104,1988-04-28,118
Taebaek,1989-04-12,101,1989-04-18,107
Taebaek,1990-04-09,98,1990-04-22,111
Taebaek,1991-04-16,105,1991-04-25,114
Taebaek,1992-04-15,105,1992-04-23,113
Taebaek,1993-04-20,109,1993-04-24,113
Taebaek,1994-04-16,105,1994-04-20,109
Taebaek,1995-04-21,110,1995-04-26,115
Taebaek,1996-04-25,115,1996-04-30,120
Taebaek,1997-04-20,109,1997-04-26,115
Taebaek,1998-04-14,103,1998-04-17,106
Taebaek,1999-04-18,107,1999-04-20,109
Taebaek,2000-04-21,111,2000-04-24,114
Taebaek,2001-04-14,103,2001-04-18,107
Taebaek,2002-04-04,93,2002-04-07,96
Taebaek,2003-04-15,104,2003-04-23,112
Taebaek,2004-04-11,101,2004-04-13,103
Taebaek,2005-04-18,107,2005-04-23,112
Taebaek,2006-04-17,106,2006-04-26,115
Taebaek,2007-04-15,104,2007-04-23,112
Taebaek,2008-04-16,106,2008-04-22,112
Jeongseon,"Series([],",,"Series([],",
Jecheon,1976-03-25,84,1973-04-05,94
Jecheon,1977-04-02,91,1975-04-17,106
Jecheon,1978-03-29,87,1976-04-17,107
Jecheon,1979-03-26,84,1977-04-15,104
Jecheon,1980-03-27,86,1978-04-14,103
Jecheon,1981-03-26,84,1979-04-14,103
Jecheon,1982-03-25,83,1980-04-15,105
Jecheon,1983-03-21,79,1981-04-11,100
Jecheon,1984-04-10,100,1982-04-14,103
Jecheon,1985-03-31,89,1983-04-15,104
Jecheon,1986-04-03,92,1984-04-22,112
Jecheon,1987-03-27,85,1985-04-14,103
Jecheon,1988-04-03,93,1986-04-14,103
Jecheon,1989-03-29,87,1987-04-15,104
Jecheon,1990-03-22,80,1988-04-17,107
Jecheon,1991-03-24,82,1989-04-07,96
Jecheon,1992-03-21,80,1990-04-06,95
Jecheon,1993-03-28,86,1991-04-12,101
Jecheon,1994-04-05,94,1992-04-05,95
Jecheon,1995-04-03,92,1993-04-17,106
Jecheon,1996-04-11,101,1994-04-10,99
Jecheon,1997-04-01,90,1995-04-18,107
Jecheon,1998-03-27,85,1996-04-26,116
Jecheon,1999-03-18,76,1997-04-12,101
Jecheon,2000-03-26,85,1998-04-06,95
Jecheon,2001-03-30,88,1999-04-14,103
Jecheon,2002-03-25,83,2000-04-15,105
Jecheon,2003-03-26,84,2001-04-14,103
Jecheon,2004-03-23,82,2002-04-04,93
Jecheon,2005-04-04,93,2003-04-11,100
Jecheon,2006-04-03,92,2004-04-09,99
Jecheon,2007-03-30,88,2005-04-13,102
Jecheon,2008-03-28,87,2006-04-11,100
Jecheon,,,2007-04-10,99
Jecheon,,,2008-04-11,101
Boeun,1975-04-01,90,1973-04-17,106
Boeun,1976-04-01,91,1974-04-11,100
Boeun,1977-03-23,81,1975-04-15,104
Boeun,1978-04-01,90,1976-04-15,105
Boeun,1979-03-21,79,1977-04-13,102
Boeun,1980-03-29,88,1978-04-15,104
Boeun,1981-03-28,86,1979-04-13,102
Boeun,1982-03-26,84,1980-04-15,105
Boeun,1983-03-28,86,1981-04-14,103
Boeun,1984-04-11,101,1982-04-12,101
Boeun,1985-04-09,98,1983-04-13,102
Boeun,1986-04-10,99,1984-04-20,110
Boeun,1987-04-08,97,1985-04-17,106
Boeun,1988-04-04,94,1986-04-18,107
Boeun,1989-03-31,89,1987-04-16,105
Boeun,1990-04-01,90,1988-04-14,104
Boeun,1991-04-06,95,1989-04-10,99
Boeun,1992-04-01,91,1990-04-10,99
Boeun,1993-04-02,91,1991-04-14,103
Boeun,1994-04-02,91,1992-04-07,97
Boeun,1995-03-30,88,1993-04-18,107
Boeun,1996-03-30,89,1994-04-12,101
Boeun,1997-03-25,83,1995-04-17,106
Boeun,1998-03-12,70,1996-04-24,114
Boeun,1999-03-19,77,1997-04-13,102
Boeun,2000-03-29,88,1998-04-07,96
Boeun,2001-03-31,89,1999-04-14,103
Boeun,2002-03-26,84,2000-04-15,105
Boeun,2003-03-28,86,2001-04-11,100
Boeun,2004-03-26,85,2002-04-03,92
Boeun,2005-04-04,93,2003-04-10,99
Boeun,2006-03-27,85,2004-04-09,99
Boeun,2007-03-29,87,2005-04-15,104
Boeun,2008-03-26,85,2006-04-12,101
Boeun,,,2007-04-09,98
Boeun,,,2008-04-07,97
Cheonan,1984-04-09,99,1974-04-19,108
Cheonan,1985-04-02,91,1975-04-17,106
Cheonan,1986-04-05,94,1976-04-13,103
Cheonan,1987-04-08,97,1977-04-11,100
Cheonan,1988-04-04,94,1978-04-15,104
Cheonan,1989-03-29,87,1979-04-12,101
Cheonan,1990-03-28,86,1980-04-17,107
Cheonan,1991-04-06,95,1981-04-14,103
Cheonan,1992-03-31,90,1982-04-13,102
Cheonan,1993-04-02,91,1983-04-11,100
Cheonan,1994-04-06,95,1984-04-15,105
Cheonan,1995-03-26,84,1985-04-11,100
Cheonan,1996-04-06,96,1986-04-12,101
Cheonan,1997-03-27,85,1987-04-13,102
Cheonan,1998-03-26,84,1988-04-12,102
Cheonan,1999-03-18,76,1989-04-08,97
Cheonan,2000-04-02,92,1990-04-06,95
Cheonan,2001-03-31,89,1991-04-12,101
Cheonan,2002-03-22,80,1992-04-04,94
Cheonan,2003-03-22,80,1993-04-09,98
Cheonan,2004-03-24,83,1994-04-11,100
Cheonan,2005-04-01,90,1995-04-10,99
Cheonan,2006-04-05,94,1996-04-22,112
Cheonan,2007-03-28,86,1997-04-09,98
Cheonan,2008-03-24,83,1998-04-06,95
Cheonan,2009-03-23,81,1999-04-11,100
Cheonan,2010-04-01,90,2000-04-15,105
Cheonan,2011-04-04,93,2001-04-09,98
Cheonan,2012-03-30,89,2002-03-30,88
Cheonan,2013-03-23,81,2003-04-07,96
Cheonan,2014-03-24,82,2004-04-05,95
Cheonan,2015-03-27,85,2005-04-10,99
Cheonan,,,2006-04-10,99
Cheonan,,,2007-04-06,95
Cheonan,,,2008-04-14,104
Cheonan,,,2009-04-04,93
Cheonan,,,2010-04-10,99
Cheonan,,,2011-04-13,102
Cheonan,,,2012-04-16,106
Cheonan,,,2013-04-15,104
Cheonan,,,2014-03-31,89
Cheonan,,,2015-04-08,97
Boryeong,1973-04-01,90,1973-04-03,92
Boryeong,1977-03-24,82,1977-04-08,97
Boryeong,1978-03-26,84,1978-04-13,102
Boryeong,1979-03-16,74,1979-04-05,94
Boryeong,1980-03-25,84,1980-04-11,101
Boryeong,1981-03-24,82,1981-04-11,100
Boryeong,1982-03-10,68,1982-04-07,96
Boryeong,1983-03-29,87,1983-04-08,97
Boryeong,1984-03-29,88,1984-04-16,106
Boryeong,1985-03-24,82,1985-04-14,103
Boryeong,1986-03-27,85,1986-04-15,104
Boryeong,1987-03-31,89,1987-04-13,102
Boryeong,1988-04-01,91,1988-04-19,109
Boryeong,1989-03-24,82,1989-04-08,97
Boryeong,1990-03-27,85,1990-04-09,98
Boryeong,1991-04-05,94,1991-04-11,100
Boryeong,1992-03-23,82,1992-04-03,93
Boryeong,1993-03-27,85,1993-04-16,105
Boryeong,1994-03-29,87,1994-04-11,100
Boryeong,1995-03-27,85,1995-04-11,100
Boryeong,1996-03-29,88,1996-04-24,114
Boryeong,1997-03-24,82,1997-04-11,100
Boryeong,1998-03-07,65,1998-04-04,93
Boryeong,1999-03-16,74,1999-04-11,100
Boryeong,2000-03-22,81,2000-04-12,102
Boryeong,2001-03-24,82,2001-04-10,99
Boryeong,2002-03-22,80,2002-04-01,90
Boryeong,2003-03-26,84,2003-04-04,93
Boryeong,2004-03-20,79,2004-04-06,96
Boryeong,2005-03-31,89,2005-04-14,103
Boryeong,2006-03-24,82,2006-04-09,98
Boryeong,2007-03-20,78,2007-04-05,94
Boryeong,2008-03-26,85,2008-04-08,98
Boryeong,2009-03-18,76,2009-04-07,96
Boryeong,2010-03-27,85,2010-04-09,98
Boryeong,2011-04-01,90,2011-04-15,104
Boryeong,2012-04-05,95,2012-04-16,106
Boryeong,2013-03-24,82,2013-04-15,104
Boryeong,2014-03-28,86,2014-04-03,92
Boryeong,2015-03-30,88,2015-04-09,98
Buyeo,1976-03-19,78,1973-04-09,98
Buyeo,1977-03-27,85,1976-04-10,100
Buyeo,1978-03-27,85,1977-04-10,99
Buyeo,1979-03-15,73,1978-04-13,102
Buyeo,1980-03-10,69,1979-04-09,98
Buyeo,1981-03-20,78,1980-04-11,101
Buyeo,1982-03-22,80,1982-04-08,97
Buyeo,1983-03-27,85,1983-04-09,98
Buyeo,1984-04-05,95,1984-04-16,106
Buyeo,1985-04-06,95,1985-04-13,102
Buyeo,1986-03-23,81,1986-04-14,103
Buyeo,1987-03-21,79,1987-04-10,99
Buyeo,1988-04-06,96,1988-04-14,104
Buyeo,1989-03-21,79,1989-04-07,96
Buyeo,1990-03-16,74,1990-04-06,95
Buyeo,1991-03-24,82,1991-04-11,100
Buyeo,1992-03-22,81,1992-04-03,93
Buyeo,1993-03-24,82,1993-04-09,98
Buyeo,1994-03-29,87,1994-04-08,97
Buyeo,1995-03-29,87,1995-04-14,103
Buyeo,1996-03-31,90,1996-04-17,107
Buyeo,1997-03-21,79,1997-04-08,97
Buyeo,1998-03-11,69,1998-04-04,93
Buyeo,1999-03-27,85,1999-04-10,99
Buyeo,2000-03-27,86,2000-04-11,101
Buyeo,2001-03-30,88,2001-04-10,99
Buyeo,2002-03-27,85,2002-04-04,93
Buyeo,2003-03-24,82,2003-04-02,91
Buyeo,2004-03-23,82,2004-03-31,90
Buyeo,2005-03-30,88,2005-04-09,98
Buyeo,2006-03-26,84,2006-04-09,98
Buyeo,2007-03-19,77,2007-03-30,88
Buyeo,2008-03-27,86,2008-04-03,93
Geumsan,1984-04-11,101,1977-04-11,100
Geumsan,1985-04-09,98,1978-04-10,99
Geumsan,1986-04-08,97,1979-04-09,98
Geumsan,1987-04-07,96,1980-04-11,101
Geumsan,1988-04-11,101,1981-04-10,99
Geumsan,1989-03-19,77,1982-04-10,99
Geumsan,1990-03-22,80,1983-04-11,100
Geumsan,1991-03-30,88,1984-04-18,108
Geumsan,1992-03-27,86,1985-04-15,104
Geumsan,1993-04-03,92,1986-04-14,103
Geumsan,1994-04-02,91,1987-04-10,99
Geumsan,1995-03-29,87,1988-04-16,106
Geumsan,1996-04-04,94,1989-04-06,95
Geumsan,1997-03-28,86,1990-04-07,96
Geumsan,1998-03-15,73,1991-04-11,100
Geumsan,1999-03-20,78,1992-04-04,94
Geumsan,2000-03-27,86,1993-04-14,103
Geumsan,2001-03-26,84,1994-04-08,97
Geumsan,2002-03-22,80,1995-04-14,103
Geumsan,2003-03-27,85,1996-04-22,112
Geumsan,2004-03-21,80,1997-04-11,100
Geumsan,2005-03-31,89,1998-04-06,95
Geumsan,2006-03-29,87,1999-04-10,99
Geumsan,2007-03-23,81,2000-04-12,102
Geumsan,2008-03-26,85,2001-04-09,98
Geumsan,,,2002-03-31,89
Geumsan,,,2003-04-06,95
Geumsan,,,2004-04-02,92
Geumsan,,,2005-04-11,100
Geumsan,,,2006-04-09,98
Geumsan,,,2007-04-05,94
Geumsan,,,2008-04-06,96
Sejong,"Series([],",,"Series([],",
Buan,1974-03-26,84,1973-04-06,95
Buan,1975-03-18,76,1974-04-11,100
Buan,1976-03-16,75,1975-04-14,103
Buan,1977-03-25,83,1976-04-14,104
Buan,1978-03-24,82,1977-04-14,103
Buan,1979-03-11,69,1978-04-13,102
Buan,1980-03-29,88,1979-04-07,96
Buan,1986-03-27,85,1980-04-17,107
Buan,1987-03-27,85,1981-04-15,104
Buan,1988-03-29,88,1984-04-16,106
Buan,1989-03-29,87,1985-04-12,101
Buan,1990-03-30,88,1986-04-13,102
Buan,1991-04-05,94,1987-04-07,96
Buan,1992-03-26,85,1988-04-11,101
Buan,1993-03-24,82,1989-04-07,96
Buan,1994-03-27,85,1990-04-05,94
Buan,1995-03-24,82,1991-04-13,102
Buan,1996-03-26,85,1992-04-02,92
Buan,1997-03-25,83,1993-04-06,95
Buan,1998-03-22,80,1994-04-09,98
Buan,1999-03-17,75,1995-04-10,99
Buan,2000-03-20,79,1996-04-20,110
Buan,2001-03-21,79,1997-04-07,96
Buan,2002-03-15,73,1998-04-05,94
Buan,2003-03-10,68,1999-04-08,97
Buan,2004-03-16,75,2000-04-08,98
Buan,2005-03-20,78,2001-04-06,95
Buan,2006-03-17,75,2002-03-31,89
Buan,2007-03-16,74,2003-04-01,90
Buan,2008-03-13,72,2004-04-05,95
Buan,,,2005-04-06,95
Buan,,,2006-04-06,95
Buan,,,2007-03-30,88
Buan,,,2008-04-07,97
Imsil,1974-04-05,94,1974-04-12,101
Imsil,1975-04-09,98,1975-04-14,103
Imsil,1976-04-06,96,1976-04-14,104
Imsil,1977-04-02,91,1977-04-09,98
Imsil,1978-04-03,92,1978-04-10,99
Imsil,1979-04-01,90,1979-04-07,96
Imsil,1980-04-03,93,1980-04-10,100
Imsil,1981-04-02,91,1981-04-08,97
Imsil,1982-04-03,92,1982-04-08,97
Imsil,1983-04-07,96,1983-04-12,101
Imsil,1984-04-11,101,1984-04-20,110
Imsil,1985-03-27,85,1985-04-15,104
Imsil,1986-04-03,92,1986-04-16,105
Imsil,1987-03-31,89,1987-04-14,103
Imsil,1988-03-29,88,1988-04-14,104
Imsil,1989-03-21,79,1989-04-06,95
Imsil,1990-03-23,81,1990-04-03,92
Imsil,1991-04-04,93,1991-04-13,102
Imsil,1992-03-27,86,1992-04-10,100
Imsil,1993-03-31,89,1993-04-19,108
Imsil,1994-03-31,89,1994-04-16,105
Imsil,1995-03-27,85,1995-04-18,107
Imsil,1996-04-08,98,1996-04-23,113
Imsil,1997-03-28,86,1997-04-08,97
Imsil,1998-03-28,86,1998-04-06,95
Imsil,1999-04-01,90,1999-04-11,100
Imsil,2000-04-03,93,2000-04-10,100
Imsil,2001-04-02,91,2001-04-08,97
Imsil,2002-03-27,85,2002-04-01,90
Imsil,2003-03-30,88,2003-04-04,93
Imsil,2004-03-29,88,2004-04-09,99
Imsil,2005-04-02,91,2005-04-12,101
Imsil,2006-04-05,94,2006-04-14,103
Imsil,2007-03-30,88,2007-04-08,97
Imsil,2008-03-25,84,2008-04-04,94
Jeongeup,1979-04-02,91,1974-04-05,94
Jeongeup,1980-04-03,93,1975-04-16,105
Jeongeup,1981-04-06,95,1976-04-14,104
Jeongeup,1982-04-02,91,1977-04-15,104
Jeongeup,1983-04-01,90,1978-04-17,106
Jeongeup,1984-04-01,91,1979-04-08,97
Jeongeup,1986-03-26,84,1980-04-12,102
Jeongeup,1987-03-18,76,1981-04-10,99
Jeongeup,1988-03-19,78,1982-04-07,96
Jeongeup,1989-03-12,70,1983-04-05,94
Jeongeup,1990-03-16,74,1984-04-16,106
Jeongeup,1991-03-27,85,1985-04-12,101
Jeongeup,1992-03-24,83,1986-04-11,100
Jeongeup,1993-03-28,86,1987-04-09,98
Jeongeup,1994-03-28,86,1988-04-12,102
Jeongeup,1995-03-20,78,1989-03-31,89
Jeongeup,1996-04-05,95,1990-04-03,92
Jeongeup,1997-03-13,71,1991-04-06,95
Jeongeup,1998-03-12,70,1992-03-29,88
Jeongeup,1999-03-25,83,1993-04-08,97
Jeongeup,2001-03-27,85,1994-04-09,98
Jeongeup,2002-03-24,82,1995-04-04,93
Jeongeup,2003-03-31,89,1996-04-17,107
Jeongeup,2004-03-22,81,1997-04-05,94
Jeongeup,2005-04-04,93,1998-04-02,91
Jeongeup,2006-03-26,84,1999-04-09,98
Jeongeup,2007-03-24,82,2000-04-06,96
Jeongeup,2008-03-23,82,2001-04-08,97
Jeongeup,2009-03-25,83,2002-03-30,88
Jeongeup,2010-03-27,85,2003-04-02,91
Jeongeup,2011-04-04,93,2004-03-30,89
Jeongeup,2012-03-30,89,2005-04-09,98
Jeongeup,2013-03-25,83,2006-04-07,96
Jeongeup,2014-03-24,82,2007-03-29,87
Jeongeup,2015-03-26,84,2008-04-04,94
Jeongeup,,,2009-04-01,90
Jeongeup,,,2010-04-06,95
Jeongeup,,,2011-04-11,100
Jeongeup,,,2012-04-12,102
Jeongeup,,,2013-04-05,94
Jeongeup,,,2014-03-31,89
Jeongeup,,,2015-04-02,91
Namwon,1974-04-01,90,1974-04-09,98
Namwon,1975-03-30,88,1975-04-09,98
Namwon,1976-04-01,91,1976-04-09,99
Namwon,1977-03-28,86,1977-04-05,94
Namwon,1978-04-03,92,1978-04-09,98
Namwon,1979-04-02,91,1979-04-11,100
Namwon,1980-04-03,93,1980-04-08,98
Namwon,1981-04-02,91,1981-04-07,96
Namwon,1984-04-06,96,1982-04-04,93
Namwon,1985-04-04,93,1984-04-12,102
Namwon,1986-04-01,90,1985-04-08,97
Namwon,1987-04-01,90,1986-04-06,95
Namwon,1988-04-02,92,1987-04-08,97
Namwon,1989-03-24,82,1988-04-10,100
Namwon,1990-03-19,77,1989-04-01,90
Namwon,1991-03-28,86,1990-03-27,85
Namwon,1992-03-25,84,1991-04-08,97
Namwon,1993-03-26,84,1992-04-01,91
Namwon,1994-03-31,89,1993-04-05,94
Namwon,1995-03-29,87,1994-04-07,96
Namwon,1996-04-08,98,1995-04-03,92
Namwon,1997-04-02,91,1996-04-16,106
Namwon,1998-03-28,86,1997-04-07,96
Namwon,1999-04-03,92,1998-04-03,92
Namwon,2000-04-03,93,1999-04-07,96
Namwon,2001-04-04,93,2000-04-07,97
Namwon,2002-03-25,83,2001-04-08,97
Namwon,2003-03-31,89,2002-03-30,88
Namwon,2004-03-29,88,2003-04-02,91
Namwon,2005-04-08,97,2004-03-31,90
Namwon,2006-04-04,93,2005-04-11,100
Namwon,2007-03-28,86,2006-04-08,97
Namwon,2008-04-01,91,2007-03-31,89
Namwon,2009-03-18,76,2008-04-04,94
Namwon,2010-04-05,94,2009-03-28,86
Namwon,2011-04-08,97,2010-04-08,97
Namwon,2012-04-09,99,2011-04-12,101
Namwon,2013-03-31,89,2012-04-12,102
Namwon,2014-03-28,86,2013-04-03,92
Namwon,2015-03-30,88,2014-03-30,88
Namwon,,,2015-04-01,90
Jangsu,1988-04-11,101,1988-04-21,111
Jangsu,1989-04-07,96,1989-04-13,102
Jangsu,1990-04-01,90,1990-04-10,99
Jangsu,1991-04-11,100,1991-04-16,105
Jangsu,1992-03-26,85,1992-04-09,99
Jangsu,1993-03-30,88,1993-04-19,108
Jangsu,1994-04-03,92,1994-04-14,103
Jangsu,1995-03-30,88,1995-04-19,108
Jangsu,1996-04-10,100,1996-04-23,113
Jangsu,1997-04-01,90,1997-04-11,100
Jangsu,1998-03-30,88,1998-04-06,95
Jangsu,1999-04-10,99,1999-04-16,105
Jangsu,2000-04-03,93,2000-04-14,104
Jangsu,2001-04-04,93,2001-04-09,98
Jangsu,2002-03-27,85,2002-04-02,91
Jangsu,2003-04-01,90,2003-04-09,98
Jangsu,2004-03-28,87,2004-04-09,99
Jangsu,2005-04-03,92,2005-04-17,106
Jangsu,2006-04-05,94,2006-04-12,101
Jangsu,2007-04-01,90,2007-04-08,97
Jangsu,2008-04-05,95,2008-04-11,101
Gochang-gun,2009-03-18,76,2009-04-01,90
Gochang-gun,2010-03-16,74,2010-04-06,95
Yeonggwang-gun,"Series([],",,"Series([],",
Gimhae,"Series([],",,"Series([],",
Sunchang-gun,"Series([],",,"Series([],",
Bukchangwon,1991-03-22,80,1991-04-10,99
Yangsan,"Series([],",,"Series([],",
Boseong,"Series([],",,"Series([],",
Gangjin,"Series([],",,"Series([],",
Jangheung,1975-03-24,82,1974-04-04,93
Jangheung,1976-03-22,81,1975-04-02,91
Jangheung,1977-03-28,86,1976-04-01,91
Jangheung,1978-04-16,105,1977-04-04,93
Jangheung,1979-04-02,91,1978-04-08,97
Jangheung,1980-04-03,93,1979-04-09,98
Jangheung,1981-04-01,90,1980-04-08,98
Jangheung,1982-03-23,81,1981-04-06,95
Jangheung,1983-03-26,84,1982-04-03,92
Jangheung,1984-04-02,92,1983-04-07,96
Jangheung,1985-04-02,91,1984-04-14,104
Jangheung,1986-03-30,88,1985-04-10,99
Jangheung,1987-03-23,81,1986-04-08,97
Jangheung,1988-03-23,82,1987-04-04,93
Jangheung,1989-03-17,75,1988-04-01,91
Jangheung,1990-03-24,82,1989-04-01,90
Jangheung,1991-03-26,84,1990-03-29,87
Jangheung,1992-03-18,77,1991-04-04,93
Jangheung,1993-03-20,78,1992-04-01,91
Jangheung,1994-03-21,79,1993-04-03,92
Jangheung,1995-03-21,79,1994-04-06,95
Jangheung,1996-03-23,82,1995-04-06,95
Jangheung,1997-03-17,75,1996-04-10,100
Jangheung,1998-03-16,74,1997-04-05,94
Jangheung,1999-03-25,83,1998-03-31,89
Jangheung,2000-03-28,87,1999-04-05,94
Jangheung,2001-03-27,85,2000-04-05,95
Jangheung,2002-03-18,76,2001-04-03,92
Jangheung,2003-03-20,78,2002-03-27,85
Jangheung,2004-03-15,74,2003-03-30,88
Jangheung,2005-03-28,86,2004-03-26,85
Jangheung,2006-03-24,82,2005-04-07,96
Jangheung,2007-03-20,78,2006-04-02,91
Jangheung,2008-03-18,77,2007-03-27,85
Jangheung,,,2008-03-28,87
Haenam,1974-03-28,86,1973-03-30,88
Haenam,1976-03-24,83,1974-04-05,94
Haenam,1977-03-28,86,1975-04-06,95
Haenam,1978-03-30,88,1976-04-06,96
Haenam,1979-03-21,79,1977-04-09,98
Haenam,1980-03-27,86,1978-04-10,99
Haenam,1981-03-20,78,1979-03-28,86
Haenam,1982-03-18,76,1980-04-07,97
Haenam,1983-03-21,79,1981-04-06,95
Haenam,1984-03-31,90,1982-04-01,90
Haenam,1985-03-21,79,1983-04-05,94
Haenam,1986-03-25,83,1984-04-12,102
Haenam,1987-03-18,76,1985-04-01,90
